id	device	data	time_sent	time_saved
7131	esp32/light	"{""analog_read"": 124, ""test_name"": ""DummyConst5""}"	2025-03-06 18:36:33	2025-03-06 18:36:33
7132	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 21.23760986, ""pressure"": 99527.72656, ""humidity"": 15.11548424, ""iaq"": 54.00764847}"	2025-03-06 18:39:39	2025-03-06 18:39:40
7133	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.40442848, ""pressure"": 99526.8125, ""humidity"": 37.04663467, ""iaq"": 127.275856}"	2025-03-06 18:39:43	2025-03-06 18:39:43
7134	esp32/light	"{""analog_read"": 92, ""test_name"": ""DummyConst5""}"	2025-03-06 18:41:33	2025-03-06 18:41:33
7135	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 21.05228615, ""pressure"": 99522.39844, ""humidity"": 15.14593029, ""iaq"": 55.92035294}"	2025-03-06 18:44:40	2025-03-06 18:44:40
7136	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.50732231, ""pressure"": 99525.96875, ""humidity"": 37.51093674, ""iaq"": 138.3140869}"	2025-03-06 18:44:43	2025-03-06 18:44:43
7137	esp32/light	"{""analog_read"": 60, ""test_name"": ""DummyConst5""}"	2025-03-06 18:46:33	2025-03-06 18:46:33
7138	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 20.90012169, ""pressure"": 99518.91406, ""humidity"": 15.37842464, ""iaq"": 59.88933182}"	2025-03-06 18:49:40	2025-03-06 18:49:40
7139	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.50202179, ""pressure"": 99526.82031, ""humidity"": 37.98646927, ""iaq"": 152.859314}"	2025-03-06 18:49:43	2025-03-06 18:49:44
7140	esp32/light	"{""analog_read"": 76, ""test_name"": ""DummyConst5""}"	2025-03-06 18:51:33	2025-03-06 18:51:33
7141	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 20.97104836, ""pressure"": 99525.58594, ""humidity"": 15.67649841, ""iaq"": 75.13829803}"	2025-03-06 18:54:41	2025-03-06 18:54:41
7142	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.40931511, ""pressure"": 99529.97656, ""humidity"": 38.51752472, ""iaq"": 163.8845062}"	2025-03-06 18:54:44	2025-03-06 18:54:44
7143	esp32/light	"{""analog_read"": 74, ""test_name"": ""DummyConst5""}"	2025-03-06 18:56:33	2025-03-06 18:56:33
7144	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 20.99897385, ""pressure"": 99525.94531, ""humidity"": 15.73295784, ""iaq"": 79.04785156}"	2025-03-06 18:59:41	2025-03-06 18:59:41
7145	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.43935966, ""pressure"": 99532.69531, ""humidity"": 38.96271515, ""iaq"": 168.694046}"	2025-03-06 18:59:44	2025-03-06 18:59:44
7146	esp32/light	"{""analog_read"": 58, ""test_name"": ""DummyConst5""}"	2025-03-06 19:01:33	2025-03-06 19:01:34
7147	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 20.86946869, ""pressure"": 99529.11719, ""humidity"": 15.81439972, ""iaq"": 76.42280579}"	2025-03-06 19:04:42	2025-03-06 19:04:42
7148	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.4318409, ""pressure"": 99534.79688, ""humidity"": 39.1613884, ""iaq"": 176.092041}"	2025-03-06 19:04:45	2025-03-06 19:04:45
7149	esp32/light	"{""analog_read"": 91, ""test_name"": ""DummyConst5""}"	2025-03-06 19:06:33	2025-03-06 19:06:34
7150	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 20.68696976, ""pressure"": 99534.32031, ""humidity"": 15.77377892, ""iaq"": 67.50521088}"	2025-03-06 19:09:42	2025-03-06 19:09:42
7151	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.38948631, ""pressure"": 99538.33594, ""humidity"": 39.37183762, ""iaq"": 182.8789978}"	2025-03-06 19:09:45	2025-03-06 19:09:45
7152	esp32/light	"{""analog_read"": 80, ""test_name"": ""DummyConst5""}"	2025-03-06 19:11:33	2025-03-06 19:11:34
7153	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 20.56764984, ""pressure"": 99536.61719, ""humidity"": 15.94693661, ""iaq"": 61.45188904}"	2025-03-06 19:14:42	2025-03-06 19:14:43
7154	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.36692619, ""pressure"": 99541.54688, ""humidity"": 39.68283844, ""iaq"": 200.6605682}"	2025-03-06 19:14:45	2025-03-06 19:14:46
7155	esp32/light	"{""analog_read"": 105, ""test_name"": ""DummyConst5""}"	2025-03-06 19:16:33	2025-03-06 19:16:34
7156	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 20.45823288, ""pressure"": 99537.17969, ""humidity"": 16.0678978, ""iaq"": 57.18133926}"	2025-03-06 19:19:43	2025-03-06 19:19:43
7157	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.29649162, ""pressure"": 99543.30469, ""humidity"": 39.22392654, ""iaq"": 200}"	2025-03-06 19:19:46	2025-03-06 19:19:46
7158	esp32/light	"{""analog_read"": 60, ""test_name"": ""DummyConst5""}"	2025-03-06 19:21:34	2025-03-06 19:21:34
7159	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 20.37207794, ""pressure"": 99537.32031, ""humidity"": 16.19290924, ""iaq"": 60.78914642}"	2025-03-06 19:24:43	2025-03-06 19:24:43
7160	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.28919601, ""pressure"": 99546.14844, ""humidity"": 38.90885925, ""iaq"": 192.8657227}"	2025-03-06 19:24:46	2025-03-06 19:24:46
7161	esp32/light	"{""analog_read"": 120, ""test_name"": ""DummyConst5""}"	2025-03-06 19:26:34	2025-03-06 19:26:34
7162	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 20.16374779, ""pressure"": 99547.38281, ""humidity"": 16.22680092, ""iaq"": 58.18224335}"	2025-03-06 19:29:44	2025-03-06 19:29:44
7163	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.36692619, ""pressure"": 99554.14063, ""humidity"": 39.67314529, ""iaq"": 191.6403198}"	2025-03-06 19:29:47	2025-03-06 19:29:47
7164	esp32/light	"{""analog_read"": 96, ""test_name"": ""DummyConst5""}"	2025-03-06 19:31:34	2025-03-06 19:31:34
7165	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 20.07743454, ""pressure"": 99554.76563, ""humidity"": 16.39167023, ""iaq"": 60.33649445}"	2025-03-06 19:34:44	2025-03-06 19:34:44
7166	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.41200829, ""pressure"": 99560.6875, ""humidity"": 39.82224274, ""iaq"": 188.492981}"	2025-03-06 19:34:47	2025-03-06 19:34:47
7167	esp32/light	"{""analog_read"": 77, ""test_name"": ""DummyConst5""}"	2025-03-06 19:36:34	2025-03-06 19:36:34
7168	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.9885788, ""pressure"": 99553.28125, ""humidity"": 16.46764946, ""iaq"": 61.84651947}"	2025-03-06 19:39:45	2025-03-06 19:39:45
7169	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.41705513, ""pressure"": 99561.83594, ""humidity"": 39.83878326, ""iaq"": 188.1215973}"	2025-03-06 19:39:48	2025-03-06 19:39:48
7170	esp32/light	"{""analog_read"": 62, ""test_name"": ""DummyConst5""}"	2025-03-06 19:41:34	2025-03-06 19:41:34
7171	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.88976288, ""pressure"": 99555.32031, ""humidity"": 16.38521004, ""iaq"": 54.12274551}"	2025-03-06 19:44:45	2025-03-06 19:44:45
7172	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.40427017, ""pressure"": 99564.80469, ""humidity"": 40.03695297, ""iaq"": 198.8197021}"	2025-03-06 19:44:48	2025-03-06 19:44:48
7173	esp32/light	"{""analog_read"": 56, ""test_name"": ""DummyConst5""}"	2025-03-06 19:46:34	2025-03-06 19:46:34
7174	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.76032257, ""pressure"": 99557.92188, ""humidity"": 16.45573807, ""iaq"": 55.74478912}"	2025-03-06 19:49:45	2025-03-06 19:49:45
7175	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.42438698, ""pressure"": 99564.84375, ""humidity"": 40.09453201, ""iaq"": 198.2058105}"	2025-03-06 19:49:48	2025-03-06 19:49:48
7176	esp32/light	"{""analog_read"": 71, ""test_name"": ""DummyConst5""}"	2025-03-06 19:51:34	2025-03-06 19:51:34
7177	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.63596153, ""pressure"": 99559.14844, ""humidity"": 16.60143661, ""iaq"": 54.85959625}"	2025-03-06 19:54:46	2025-03-06 19:54:46
7178	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.40677643, ""pressure"": 99568.48438, ""humidity"": 40.17081451, ""iaq"": 196.074585}"	2025-03-06 19:54:49	2025-03-06 19:54:49
7179	esp32/light	"{""analog_read"": 105, ""test_name"": ""DummyConst5""}"	2025-03-06 19:56:34	2025-03-06 19:56:34
7180	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.59534264, ""pressure"": 99555.64063, ""humidity"": 16.52619743, ""iaq"": 60.15920258}"	2025-03-06 19:59:46	2025-03-06 19:59:46
7181	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.42194366, ""pressure"": 99565.36719, ""humidity"": 40.20002365, ""iaq"": 194.5690155}"	2025-03-06 19:59:49	2025-03-06 19:59:49
7182	esp32/light	"{""analog_read"": 48, ""test_name"": ""DummyConst5""}"	2025-03-06 20:01:34	2025-03-06 20:01:34
7183	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.51156616, ""pressure"": 99554.625, ""humidity"": 16.88859177, ""iaq"": 73.61457825}"	2025-03-06 20:04:47	2025-03-06 20:04:47
7184	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.36413574, ""pressure"": 99563.61719, ""humidity"": 40.42055511, ""iaq"": 197.5466919}"	2025-03-06 20:04:50	2025-03-06 20:04:50
7185	esp32/light	"{""analog_read"": 80, ""test_name"": ""DummyConst5""}"	2025-03-06 20:06:34	2025-03-06 20:06:35
7186	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.31342697, ""pressure"": 99556.83594, ""humidity"": 17.39398766, ""iaq"": 90.81980896}"	2025-03-06 20:09:47	2025-03-06 20:09:47
7187	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.39678383, ""pressure"": 99564.16406, ""humidity"": 40.3806839, ""iaq"": 200}"	2025-03-06 20:09:50	2025-03-06 20:09:50
7188	esp32/light	"{""analog_read"": 56, ""test_name"": ""DummyConst5""}"	2025-03-06 20:11:34	2025-03-06 20:11:35
7189	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 19.0721283, ""pressure"": 99555.25781, ""humidity"": 17.88602829, ""iaq"": 96.75836945}"	2025-03-06 20:14:47	2025-03-06 20:14:48
7190	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.39173698, ""pressure"": 99559.71875, ""humidity"": 40.87090302, ""iaq"": 198.2717743}"	2025-03-06 20:14:50	2025-03-06 20:14:50
7191	esp32/light	"{""analog_read"": 71, ""test_name"": ""DummyConst5""}"	2025-03-06 20:16:34	2025-03-06 20:16:35
7192	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 18.897089, ""pressure"": 99552.28125, ""humidity"": 17.90826416, ""iaq"": 91.55014801}"	2025-03-06 20:19:48	2025-03-06 20:19:48
7193	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.3841877, ""pressure"": 99556.90625, ""humidity"": 40.91779709, ""iaq"": 197.2569427}"	2025-03-06 20:19:51	2025-03-06 20:19:51
7194	esp32/light	"{""analog_read"": 74, ""test_name"": ""DummyConst5""}"	2025-03-06 20:21:34	2025-03-06 20:21:35
7195	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 18.76266861, ""pressure"": 99556, ""humidity"": 18.19839096, ""iaq"": 83.13037872}"	2025-03-06 20:24:48	2025-03-06 20:24:48
7196	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.35160446, ""pressure"": 99556.17188, ""humidity"": 41.13594437, ""iaq"": 196.4346161}"	2025-03-06 20:24:51	2025-03-06 20:24:51
7197	esp32/light	"{""analog_read"": 58, ""test_name"": ""DummyConst5""}"	2025-03-06 20:26:34	2025-03-06 20:26:35
7198	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 18.51112366, ""pressure"": 99553.85938, ""humidity"": 18.63446617, ""iaq"": 85.29832458}"	2025-03-06 20:29:49	2025-03-06 20:29:49
7199	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.39951134, ""pressure"": 99555.78906, ""humidity"": 41.38710022, ""iaq"": 190.2039185}"	2025-03-06 20:29:52	2025-03-06 20:29:52
7200	esp32/light	"{""analog_read"": 75, ""test_name"": ""DummyConst5""}"	2025-03-06 20:31:35	2025-03-06 20:31:35
7201	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 18.27499962, ""pressure"": 99558.10938, ""humidity"": 19.24117279, ""iaq"": 89.92050171}"	2025-03-06 20:34:49	2025-03-06 20:34:49
7202	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.38698006, ""pressure"": 99563.32813, ""humidity"": 41.27602386, ""iaq"": 182.5424652}"	2025-03-06 20:34:52	2025-03-06 20:34:52
7203	esp32/light	"{""analog_read"": 59, ""test_name"": ""DummyConst5""}"	2025-03-06 20:36:35	2025-03-06 20:36:35
7204	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 18.23945999, ""pressure"": 99569.75, ""humidity"": 19.6020298, ""iaq"": 92.77113342}"	2025-03-06 20:39:49	2025-03-06 20:39:50
7205	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.389328, ""pressure"": 99576.125, ""humidity"": 41.22541046, ""iaq"": 180.4466705}"	2025-03-06 20:39:52	2025-03-06 20:39:52
7206	esp32/light	"{""analog_read"": 44, ""test_name"": ""DummyConst5""}"	2025-03-06 20:41:35	2025-03-06 20:41:35
7207	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 18.04170227, ""pressure"": 99572.34375, ""humidity"": 19.86349487, ""iaq"": 84.18658447}"	2025-03-06 20:44:50	2025-03-06 20:44:50
7208	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.38920021, ""pressure"": 99575.03906, ""humidity"": 41.38696289, ""iaq"": 175.3852081}"	2025-03-06 20:44:53	2025-03-06 20:44:53
7209	esp32/light	"{""analog_read"": 72, ""test_name"": ""DummyConst5""}"	2025-03-06 20:46:35	2025-03-06 20:46:35
7210	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.94015884, ""pressure"": 99572.03906, ""humidity"": 20.12301636, ""iaq"": 79.17281342}"	2025-03-06 20:49:50	2025-03-06 20:49:50
7211	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.37920761, ""pressure"": 99577.66406, ""humidity"": 41.58510208, ""iaq"": 173.6039734}"	2025-03-06 20:49:53	2025-03-06 20:49:53
7212	esp32/light	"{""analog_read"": 55, ""test_name"": ""DummyConst5""}"	2025-03-06 20:51:35	2025-03-06 20:51:35
7213	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.83077812, ""pressure"": 99569.28906, ""humidity"": 20.36940384, ""iaq"": 78.93026733}"	2025-03-06 20:54:51	2025-03-06 20:54:51
7214	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.34189796, ""pressure"": 99573.39063, ""humidity"": 41.47463608, ""iaq"": 170.815094}"	2025-03-06 20:54:54	2025-03-06 20:54:54
7215	esp32/light	"{""analog_read"": 75, ""test_name"": ""DummyConst5""}"	2025-03-06 20:56:35	2025-03-06 20:56:35
7216	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.76753235, ""pressure"": 99573.07813, ""humidity"": 20.56585884, ""iaq"": 74.56112671}"	2025-03-06 20:59:51	2025-03-06 20:59:51
7217	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.41930771, ""pressure"": 99576.65625, ""humidity"": 41.46906662, ""iaq"": 167.3492432}"	2025-03-06 20:59:54	2025-03-06 20:59:54
7218	esp32/light	"{""analog_read"": 95, ""test_name"": ""DummyConst5""}"	2025-03-06 21:01:35	2025-03-06 21:01:35
7219	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.66836929, ""pressure"": 99574.03125, ""humidity"": 20.68113136, ""iaq"": 63.51199341}"	2025-03-06 21:04:51	2025-03-06 21:04:51
7220	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.42432404, ""pressure"": 99578.72656, ""humidity"": 41.25313187, ""iaq"": 164.539856}"	2025-03-06 21:04:54	2025-03-06 21:04:54
7221	esp32/light	"{""analog_read"": 56, ""test_name"": ""DummyConst5""}"	2025-03-06 21:06:35	2025-03-06 21:06:36
7222	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.59230423, ""pressure"": 99572.17969, ""humidity"": 20.94853783, ""iaq"": 64.69325256}"	2025-03-06 21:09:52	2025-03-06 21:09:52
7223	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.41442299, ""pressure"": 99578.42969, ""humidity"": 41.14310455, ""iaq"": 163.2745361}"	2025-03-06 21:09:55	2025-03-06 21:09:55
7224	esp32/light	"{""analog_read"": 47, ""test_name"": ""DummyConst5""}"	2025-03-06 21:11:36	2025-03-06 21:11:36
7225	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.58449936, ""pressure"": 99576.47656, ""humidity"": 21.0203228, ""iaq"": 68.21879578}"	2025-03-06 21:14:52	2025-03-06 21:14:52
7226	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.4669323, ""pressure"": 99582.32031, ""humidity"": 41.20207977, ""iaq"": 161.1157837}"	2025-03-06 21:14:55	2025-03-06 21:14:55
7227	esp32/light	"{""analog_read"": 25, ""test_name"": ""DummyConst5""}"	2025-03-06 21:16:36	2025-03-06 21:16:36
7228	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.54143906, ""pressure"": 99576.92188, ""humidity"": 21.19454575, ""iaq"": 78.68593597}"	2025-03-06 21:19:53	2025-03-06 21:19:53
7229	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.32657051, ""pressure"": 99585.47656, ""humidity"": 41.18497467, ""iaq"": 157.959259}"	2025-03-06 21:19:55	2025-03-06 21:19:56
7230	esp32/light	"{""analog_read"": 40, ""test_name"": ""DummyConst5""}"	2025-03-06 21:21:36	2025-03-06 21:21:36
7231	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 17.31569672, ""pressure"": 99582.71875, ""humidity"": 22.0320816, ""iaq"": 95.49447632}"	2025-03-06 21:24:53	2025-03-06 21:24:53
7232	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.45461655, ""pressure"": 99587.83594, ""humidity"": 41.18297577, ""iaq"": 155.7702332}"	2025-03-06 21:24:56	2025-03-06 21:24:56
7233	esp32/light	"{""analog_read"": 62, ""test_name"": ""DummyConst5""}"	2025-03-06 21:26:36	2025-03-06 21:26:36
7234	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 16.99300957, ""pressure"": 99586.47656, ""humidity"": 22.86632729, ""iaq"": 111.1124344}"	2025-03-06 21:29:53	2025-03-06 21:29:53
7235	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.67264938, ""pressure"": 99592.30469, ""humidity"": 40.95433807, ""iaq"": 151.20578}"	2025-03-06 21:29:56	2025-03-06 21:29:56
7236	esp32/light	"{""analog_read"": 8, ""test_name"": ""DummyConst5""}"	2025-03-06 21:31:36	2025-03-06 21:31:36
7237	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 16.78246498, ""pressure"": 99589.69531, ""humidity"": 23.27458572, ""iaq"": 111.8734512}"	2025-03-06 21:34:54	2025-03-06 21:34:54
7238	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.39173698, ""pressure"": 99592.21875, ""humidity"": 41.46775055, ""iaq"": 151.9868469}"	2025-03-06 21:34:57	2025-03-06 21:34:57
7239	esp32/light	"{""analog_read"": 46, ""test_name"": ""DummyConst5""}"	2025-03-06 21:36:36	2025-03-06 21:36:36
7240	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 16.56148338, ""pressure"": 99588.54688, ""humidity"": 23.65424156, ""iaq"": 114.2779083}"	2025-03-06 21:39:54	2025-03-06 21:39:54
7241	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.2639122, ""pressure"": 99592.97656, ""humidity"": 41.22040939, ""iaq"": 149.4054565}"	2025-03-06 21:39:57	2025-03-06 21:39:57
7242	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 16.32301712, ""pressure"": 99591.64063, ""humidity"": 24.0534687, ""iaq"": 112.0377502}"	2025-03-06 21:44:55	2025-03-06 21:44:55
7243	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.30150986, ""pressure"": 99594.49219, ""humidity"": 41.21754456, ""iaq"": 144.684845}"	2025-03-06 21:44:57	2025-03-06 21:44:58
7244	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 16.11228561, ""pressure"": 99594.8125, ""humidity"": 24.41075325, ""iaq"": 109.3703537}"	2025-03-06 21:49:55	2025-03-06 21:49:55
7245	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.29151344, ""pressure"": 99601.67969, ""humidity"": 41.29572296, ""iaq"": 141.1672058}"	2025-03-06 21:49:58	2025-03-06 21:49:58
7246	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 15.90904236, ""pressure"": 99596.36719, ""humidity"": 24.6180439, ""iaq"": 105.4003906}"	2025-03-06 21:54:55	2025-03-06 21:54:55
7247	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.37695122, ""pressure"": 99600.28125, ""humidity"": 41.24970245, ""iaq"": 140.0245972}"	2025-03-06 21:54:58	2025-03-06 21:54:58
7248	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 15.77227879, ""pressure"": 99592.0625, ""humidity"": 24.72037315, ""iaq"": 101.6160736}"	2025-03-06 21:59:56	2025-03-06 21:59:56
7249	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.38948631, ""pressure"": 99596.95313, ""humidity"": 41.16178131, ""iaq"": 138.1519623}"	2025-03-06 21:59:59	2025-03-06 21:59:59
7250	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-06 22:02:58	2025-03-06 22:02:58
7251	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 15.63005733, ""pressure"": 99597.66406, ""humidity"": 24.68017197, ""iaq"": 97.39503479}"	2025-03-06 22:04:56	2025-03-06 22:04:56
7252	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.46943855, ""pressure"": 99601.53125, ""humidity"": 40.9643364, ""iaq"": 137.809433}"	2025-03-06 22:04:59	2025-03-06 22:04:59
7253	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-06 22:07:58	2025-03-06 22:07:58
7254	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 15.42443466, ""pressure"": 99605.125, ""humidity"": 25.4590683, ""iaq"": 99.41493225}"	2025-03-06 22:09:57	2025-03-06 22:09:57
7255	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.43942261, ""pressure"": 99608.48438, ""humidity"": 40.77742004, ""iaq"": 135.2953491}"	2025-03-06 22:10:00	2025-03-06 22:10:00
7256	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-06 22:12:58	2025-03-06 22:12:58
7257	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 15.23375893, ""pressure"": 99610.57031, ""humidity"": 25.5213623, ""iaq"": 97.86613464}"	2025-03-06 22:14:57	2025-03-06 22:14:57
7258	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.41178703, ""pressure"": 99609.63281, ""humidity"": 40.83963776, ""iaq"": 133.8078918}"	2025-03-06 22:15:00	2025-03-06 22:15:00
7259	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-06 22:17:58	2025-03-06 22:17:58
7260	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 15.10429478, ""pressure"": 99616.23438, ""humidity"": 25.77560806, ""iaq"": 97.04244232}"	2025-03-06 22:19:57	2025-03-06 22:19:58
7261	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.37168694, ""pressure"": 99617.75781, ""humidity"": 40.87504959, ""iaq"": 132.2204895}"	2025-03-06 22:20:00	2025-03-06 22:20:00
7262	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-06 22:22:58	2025-03-06 22:22:58
7263	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 14.98247719, ""pressure"": 99620.29688, ""humidity"": 25.96002579, ""iaq"": 96.04171753}"	2025-03-06 22:24:58	2025-03-06 22:24:58
7264	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.33431053, ""pressure"": 99621.53125, ""humidity"": 40.80740356, ""iaq"": 130.7329407}"	2025-03-06 22:25:01	2025-03-06 22:25:01
7265	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-06 22:27:58	2025-03-06 22:27:58
7266	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 14.88607788, ""pressure"": 99619.67969, ""humidity"": 26.21941185, ""iaq"": 92.90055847}"	2025-03-06 22:29:58	2025-03-06 22:29:58
7267	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.22377586, ""pressure"": 99619.52344, ""humidity"": 40.94915009, ""iaq"": 129.945816}"	2025-03-06 22:30:01	2025-03-06 22:30:01
7268	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-06 22:32:58	2025-03-06 22:32:58
7269	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 14.81239605, ""pressure"": 99623.20313, ""humidity"": 26.2607193, ""iaq"": 89.2389679}"	2025-03-06 22:34:59	2025-03-06 22:34:59
7270	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.0811348, ""pressure"": 99620.42969, ""humidity"": 40.49801254, ""iaq"": 127.517128}"	2025-03-06 22:35:02	2025-03-06 22:35:02
7271	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-06 22:37:58	2025-03-06 22:37:59
